Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
IES Poeta Díaz Castro · Guitiriz,FP grao medio,Lugo,Guitiriz,IES Poeta Díaz Castro,"IES Poeta Díaz Castro, Guitiriz, Lugo, Galicia, España",,,Fabricación mecánica,Oferta ordinaria,1,Soldadura e caldeiraría (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe San Rosendo · Mondoñedo,FP grao medio,Lugo,Mondoñedo,IES Plurilingüe San Rosendo,"IES Plurilingüe San Rosendo, Mondoñedo, Lugo, Galicia, España",,,Agraria,Oferta ordinaria,1,Xardinaría e floraría (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Pinguela · Monforte de Lemos,FP grao medio,Lugo,Monforte de Lemos,IES A Pinguela,"IES A Pinguela, Monforte de Lemos, Lugo, Galicia, España",,,"Administración e xestión | Imaxe persoal | Informática e comunicacións | Téxtil, confección e pel",Oferta ordinaria,5,Confección e moda (Oferta ordinaria) || Estética e beleza (Oferta ordinaria) || Peiteado e cosmética capilar (Oferta ordinaria) || Sistemas microinformáticos e redes (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),126,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Francisco Daviña Rey · Monforte de Lemos,FP grao medio,Lugo,Monforte de Lemos,IES Francisco Daviña Rey,"IES Francisco Daviña Rey, Monforte de Lemos, Lugo, Galicia, España",,,Electricidade e electrónica | Servizos socioculturais e á comunidade | Transporte e mantemento de vehículos,Oferta ordinaria,3,Atención a persoas en situación de dependencia (Oferta ordinaria) || Electromecánica de vehículos automóbiles (Oferta ordinaria) || Instalacións de telecomunicacións (Oferta ordinaria),69,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Monterroso · Monterroso,FP grao medio,Lugo,Monterroso,IES de Monterroso,"IES de Monterroso, Monterroso, Lugo, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Sistemas microinformáticos e redes (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
EPAPU de Bonxe · Outeiro de Rei,FP grao medio,Lugo,Outeiro de Rei,EPAPU de Bonxe,"EPAPU de Bonxe, Outeiro de Rei, Lugo, Galicia, España",,,"Madeira, moble e cortiza",Oferta modular,1,Carpintaría e moble (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Porta da Auga · Ribadeo,FP grao medio,Lugo,Ribadeo,CIFP Porta da Auga,"CIFP Porta da Auga, Ribadeo, Lugo, Galicia, España",,,Administración e xestión | Edificación e obra civil | Servizos socioculturais e á comunidade | Transporte e mantemento de vehículos,Oferta modular | Oferta ordinaria,4,"Atención a persoas en situación de dependencia (Oferta ordinaria) || Electromecánica de vehículos automóbiles (Oferta ordinaria) || Obras de interior, decoración e rehabilitación (Oferta modular) || Xestión administrativa (Oferta ordinaria)",77,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Gregorio Fernández · Sarria,FP grao medio,Lugo,Sarria,IES Gregorio Fernández,"IES Gregorio Fernández, Sarria, Lugo, Galicia, España",,,Administración e xestión | Fabricación mecánica | Instalación e mantemento,Oferta ordinaria,3,Mantemento electromecánico (Oferta ordinaria) || Mecanizado (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),74,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Xograr Afonso Gómez de Sarria · Sarria,FP grao medio,Lugo,Sarria,IES Xograr Afonso Gómez de Sarria,"IES Xograr Afonso Gómez de Sarria, Sarria, Lugo, Galicia, España",,,Servizos socioculturais e á comunidade,Oferta ordinaria,1,Atención a persoas en situación de dependencia (Oferta ordinaria),25,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Belarmino Fernández Iglesias · Sober,FP grao medio,Lugo,Sober,CPR Belarmino Fernández Iglesias,"CPR Belarmino Fernández Iglesias, Sober, Lugo, Galicia, España",,,Hostalaría e turismo,Oferta ordinaria,2,Cociña e gastronomía (Oferta ordinaria) || Servizos en restauración (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Lois Peña Novo · Vilalba,FP grao medio,Lugo,Vilalba,IES Lois Peña Novo,"IES Lois Peña Novo, Vilalba, Lugo, Galicia, España",,,Electricidade e electrónica | Informática e comunicacións | Servizos socioculturais e á comunidade | Transporte e mantemento de vehículos,Oferta ordinaria,4,Atención a persoas en situación de dependencia (Oferta ordinaria) || Electromecánica de vehículos automóbiles (Oferta ordinaria) || Instalacións eléctricas e automáticas (Oferta ordinaria) || Sistemas microinformáticos e redes (Oferta ordinaria),99,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES María Sarmiento · Viveiro,FP grao medio,Lugo,Viveiro,IES María Sarmiento,"IES María Sarmiento, Viveiro, Lugo, Galicia, España",,,Administración e xestión | Electricidade e electrónica | Fabricación mecánica | Transporte e mantemento de vehículos,Oferta ordinaria,4,Electromecánica de vehículos automóbiles (Oferta ordinaria) || Instalacións eléctricas e automáticas (Oferta ordinaria) || Soldadura e caldeiraría (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),96,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Illa de Sarón · Xove,FP grao medio,Lugo,Xove,IES Illa de Sarón,"IES Illa de Sarón, Xove, Lugo, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Sistemas microinformáticos e redes (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Xermán Ancochea Quevedo · A Pobra de Trives,FP grao medio,Ourense,A Pobra de Trives,IES Xermán Ancochea Quevedo,"IES Xermán Ancochea Quevedo, A Pobra de Trives, Ourense, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Instalacións eléctricas e automáticas (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Cosme López Rodríguez · A Rúa,FP grao medio,Ourense,A Rúa,IES Cosme López Rodríguez,"IES Cosme López Rodríguez, A Rúa, Ourense, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Sistemas microinformáticos e redes (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES Carlos Casares · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao medio,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Carlos Casares,"IES Carlos Casares, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Servizos socioculturais e á comunidade,Oferta modular,1,Atención a persoas en situación de dependencia (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Sección de Sobradelo-Carballeda · Carballeda de Valdeorras,FP grao medio,Ourense,Carballeda de Valdeorras,IES Sección de Sobradelo-Carballeda,"IES Sección de Sobradelo-Carballeda, Carballeda de Valdeorras, Ourense, Galicia, España",,,Edificación e obra civil,Oferta modular,1,Construción (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES San Mamede · Maceda,FP grao medio,Ourense,Maceda,IES San Mamede,"IES San Mamede, Maceda, Ourense, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Sistemas microinformáticos e redes (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Lauro Olmo · O Barco de Valdeorras,FP grao medio,Ourense,O Barco de Valdeorras,IES Lauro Olmo,"IES Lauro Olmo, O Barco de Valdeorras, Ourense, Galicia, España",,,Administración e xestión | Electricidade e electrónica | Imaxe persoal | Servizos socioculturais e á comunidade | Transporte e mantemento de vehículos,Oferta modular | Oferta ordinaria,5,Atención a persoas en situación de dependencia (Oferta modular) || Electromecánica de vehículos automóbiles (Oferta ordinaria) || Instalacións eléctricas e automáticas (Oferta ordinaria) || Peiteado e cosmética capilar (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),96,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Manuel Chamoso Lamas · O Carballiño,FP grao medio,Ourense,O Carballiño,IES Manuel Chamoso Lamas,"IES Manuel Chamoso Lamas, O Carballiño, Ourense, Galicia, España",,,Administración e xestión | Electricidade e electrónica | Transporte e mantemento de vehículos,Oferta ordinaria,3,Electromecánica de vehículos automóbiles (Oferta ordinaria) || Instalacións eléctricas e automáticas (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),74,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES O Ribeiro · Ribadavia,FP grao medio,Ourense,Ribadavia,IES O Ribeiro,"IES O Ribeiro, Ribadavia, Ourense, Galicia, España",,,Industrias alimentarias | Transporte e mantemento de vehículos,Oferta ordinaria,2,Aceites de oliva e viños (Oferta ordinaria) || Electromecánica de vehículos automóbiles (Oferta ordinaria),44,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES García-Barbón · Verín,FP grao medio,Ourense,Verín,IES García-Barbón,"IES García-Barbón, Verín, Ourense, Galicia, España",,,Administración e xestión | Instalación e mantemento | Transporte e mantemento de vehículos,Oferta ordinaria,3,Electromecánica de vehículos automóbiles (Oferta ordinaria) || Mantemento electromecánico (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),74,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP de Vilamarín · Vilamarín,FP grao medio,Ourense,Vilamarín,CIFP de Vilamarín,"CIFP de Vilamarín, Vilamarín, Ourense, Galicia, España",,,Hostalaría e turismo | Industrias alimentarias,Oferta ordinaria,3,"Cociña e gastronomía (Oferta ordinaria) || Panadaría, repostaría e confeitaría (Oferta ordinaria) || Servizos en restauración (Oferta ordinaria)",69,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Cidade de Antioquía · Xinzo de Limia,FP grao medio,Ourense,Xinzo de Limia,IES Cidade de Antioquía,"IES Cidade de Antioquía, Xinzo de Limia, Ourense, Galicia, España",,,Agraria,Oferta ordinaria,1,Aproveitamento e conservación do medio natural (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES da Cañiza · A Cañiza,FP grao medio,Pontevedra,A Cañiza,IES da Cañiza,"IES da Cañiza, A Cañiza, Pontevedra, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,Oferta ordinaria,2,Electromecánica de vehículos automóbiles (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Antón Losada Diéguez · A Estrada,FP grao medio,Pontevedra,A Estrada,IES Plurilingüe Antón Losada Diéguez,"IES Plurilingüe Antón Losada Diéguez, A Estrada, Pontevedra, Galicia, España",,,"Informática e comunicacións | Madeira, moble e cortiza | Transporte e mantemento de vehículos",Oferta ordinaria,4,Carpintaría e moble (Oferta ordinaria) || Electromecánica de vehículos automóbiles (Oferta ordinaria) || Mantemento de vehículos híbridos e eléctricos (Oferta ordinaria) || Sistemas microinformáticos e redes (Oferta ordinaria),94,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Sangriña · A Guarda,FP grao medio,Pontevedra,A Guarda,IES A Sangriña,"IES A Sangriña, A Guarda, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións | Transporte e mantemento de vehículos,Oferta ordinaria,3,Electromecánica de vehículos automóbiles (Oferta ordinaria) || Sistemas microinformáticos e redes (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),82,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IGAFA Instituto Galego de Formación en Acuicultura · A Illa de Arousa,FP grao medio,Pontevedra,A Illa de Arousa,IGAFA Instituto Galego de Formación en Acuicultura,"IGAFA Instituto Galego de Formación en Acuicultura, A Illa de Arousa, Pontevedra, Galicia, España",,,Marítimo-pesqueira,Oferta ordinaria,2,Cultivos acuícolas (Oferta ordinaria) || Operacións subacuáticas e hiperbáricas (Oferta ordinaria),34,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
A Lama,FP grao medio,Pontevedra,A Lama,A Lama,"A Lama, Pontevedra, Galicia, España",,,Fabricación mecánica,Oferta modular,1,Soldadura e caldeiraría (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
EFAG A Cancela · As Neves,FP grao medio,Pontevedra,As Neves,EFAG A Cancela,"EFAG A Cancela, As Neves, Pontevedra, Galicia, España",,,Administración e xestión | Industrias alimentarias,Oferta ordinaria,2,"Panadaría, repostaría e confeitaría (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria)",40,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Pazo da Mercé · As Neves,FP grao medio,Pontevedra,As Neves,IES Pazo da Mercé,"IES Pazo da Mercé, As Neves, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Sistemas microinformáticos e redes (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Johan Carballeira · Bueu,FP grao medio,Pontevedra,Bueu,IES Johan Carballeira,"IES Johan Carballeira, Bueu, Pontevedra, Galicia, España",,,Administración e xestión | Fabricación mecánica | Imaxe persoal,Oferta ordinaria,4,Estética e beleza (Oferta ordinaria) || Peiteado e cosmética capilar (Oferta ordinaria) || Soldadura e caldeiraría (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),96,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CIFP Manuel Antonio · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao medio,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Manuel Antonio,"CIFP Manuel Antonio, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,"Hostalaría e turismo | Téxtil, confección e pel",Oferta modular,2,Cociña e gastronomía (Oferta modular) || Confección e moda (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CIFP de Coia · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao medio,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP de Coia,"CIFP de Coia, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Instalación e mantemento,Oferta modular,1,Mantemento electromecánico (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao medio,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica | Hostalaría e turismo | Imaxe persoal | Sanidade,Oferta modular,5,Emerxencias sanitarias (Oferta modular) || Farmacia e parafarmacia (Oferta modular) || Instalacións eléctricas e automáticas (Oferta modular) || Peiteado e cosmética capilar (Oferta modular) || Servizos en restaurante (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES Armando Cotarelo Valledor · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao medio,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Armando Cotarelo Valledor,"IES Armando Cotarelo Valledor, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Administración e xestión,Oferta modular,1,Xestión administrativa (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES Politécnico de Vigo · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao medio,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Politécnico de Vigo,"IES Politécnico de Vigo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica | Fabricación mecánica,Oferta modular,2,Instalacións eléctricas e automáticas (Oferta modular) || Mecanizado (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES de Teis · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao medio,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES de Teis,"IES de Teis, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Imaxe persoal,Oferta modular,2,Estética e beleza (Oferta modular) || Peiteado e cosmética capilar (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Plurilingüe San Fermín · Caldas de Reis,FP grao medio,Pontevedra,Caldas de Reis,CPR Plurilingüe San Fermín,"CPR Plurilingüe San Fermín, Caldas de Reis, Pontevedra, Galicia, España",,,Administración e xestión | Comercio e márketing | Electricidade e electrónica,Oferta ordinaria,3,Actividades comerciais (Oferta ordinaria) || Instalacións eléctricas e automáticas (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Francisco Asorey · Cambados,FP grao medio,Pontevedra,Cambados,IES Francisco Asorey,"IES Francisco Asorey, Cambados, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Instalacións de telecomunicacións (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Rodeira · Cangas,FP grao medio,Pontevedra,Cangas,IES de Rodeira,"IES de Rodeira, Cangas, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Instalacións de telecomunicacións (Oferta ordinaria) || Xestión administrativa (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
